Date,Open,High,Low,Close,Adj Close,Volume
2018-06-26,250.660004,251.529999,249.910004,250.610001,243.174545,2968600
2018-06-27,251.270004,252.729996,248.429993,248.529999,241.156265,3433800
2018-06-28,247.300003,249.600006,246.630005,248.880005,242.625397,2638400
2018-06-29,249.979996,251.360001,249.100006,249.509995,243.239532,3711600
2018-07-02,247.559998,249.889999,247.320007,249.800003,243.522263,1943100
2018-07-03,250.679993,250.759995,248.440002,248.789993,242.537643,1157900
2018-07-05,250.070007,250.940002,248.910004,250.919998,244.614120,1948100
2018-07-06,250.910004,253.389999,250.520004,253.009995,246.651581,2622200
2018-07-09,254.050003,255.320007,254.009995,255.250000,248.835297,3979500
2018-07-10,255.750000,256.299988,255.449997,256.140015,249.702957,1314500
2018-07-11,254.600006,255.410004,254.029999,254.389999,247.996902,2335100
2018-07-12,255.660004,256.660004,255.009995,256.570007,250.122147,2874000
2018-07-13,256.489990,257.160004,255.990005,256.790009,250.336594,1814500
2018-07-16,256.890015,257.010010,256.160004,256.630005,250.180618,993500
2018-07-17,255.850006,258.059998,255.800003,257.730011,251.252975,1825900
2018-07-18,257.760010,258.320007,257.279999,258.200012,251.711182,2606800
2018-07-19,257.500000,257.899994,256.750000,257.220001,250.755798,2050500
2018-07-20,257.000000,257.649994,256.779999,256.980011,250.521820,2710700
2018-07-23,256.730011,257.609985,256.399994,257.470001,250.999496,1447000
2018-07-24,258.839996,259.570007,257.820007,258.679993,252.179092,2916000
2018-07-25,258.540009,261.250000,258.429993,261.049988,254.489517,2608700
2018-07-26,260.140015,261.010010,260.100006,260.279999,253.738907,2166500
2018-07-27,260.730011,260.739990,257.579987,258.589996,252.091354,2666200
2018-07-30,258.600006,258.779999,256.640015,257.100006,250.638809,1601400
2018-07-31,258.019989,259.089996,257.600006,258.399994,251.906113,1992500
2018-08-01,258.640015,259.190002,257.350006,258.079987,251.594162,1651700
2018-08-02,256.730011,259.600006,256.480011,259.390015,252.871262,1767300
2018-08-03,259.600006,260.660004,259.390015,260.660004,254.109329,2017600
2018-08-06,260.559998,261.829987,260.200012,261.640015,255.064713,1843000
2018-08-07,262.200012,262.779999,262.079987,262.369995,255.776337,2619200
2018-08-08,262.230011,262.670013,261.790009,262.230011,255.639877,1560400
2018-08-09,262.329987,262.739990,261.760010,261.899994,255.318146,1084400
2018-08-10,260.359985,260.959991,259.429993,260.119995,253.582916,2395500
2018-08-13,260.410004,261.070007,258.899994,259.140015,252.627579,3684700
2018-08-14,259.940002,261.070007,259.549988,260.809998,254.255585,1531800
2018-08-15,259.429993,259.549988,257.390015,258.890015,252.383850,2587800
2018-08-16,260.359985,261.890015,260.350006,260.989990,254.431030,1693100
2018-08-17,260.709991,262.380005,260.350006,261.859985,255.279129,2278800
2018-08-20,262.399994,262.739990,261.899994,262.440002,255.844635,1245500
2018-08-21,263.010010,263.970001,262.859985,263.010010,256.400299,1937900
2018-08-22,262.640015,263.450012,262.390015,262.929993,256.322296,1708100
2018-08-23,262.679993,263.630005,262.209991,262.549988,255.951813,2308100
2018-08-24,263.160004,264.290009,263.109985,264.200012,257.560425,2328900
2018-08-27,265.380005,266.350006,265.260010,266.190002,259.500336,2371000
2018-08-28,266.760010,266.829987,265.890015,266.339996,259.646576,3026900
2018-08-29,266.589996,268.049988,266.339996,267.799988,261.069885,2116100
2018-08-30,267.309998,267.709991,266.119995,266.709991,260.007294,2625500
2018-08-31,266.329987,267.220001,265.829987,266.720001,260.017029,3172400
2018-09-04,266.350006,266.660004,265.260010,266.350006,259.656342,3623300
2018-09-05,265.910004,266.130005,264.519989,265.600006,258.925171,4595500
2018-09-06,265.690002,265.989990,263.700012,264.820007,258.164764,1687900
2018-09-07,263.630005,265.260010,263.450012,264.179993,257.540863,2634100
2018-09-10,265.279999,265.570007,264.510010,264.679993,258.028290,2832700
2018-09-11,264.029999,266.049988,263.679993,265.679993,259.003174,3420400
2018-09-12,265.609985,266.260010,264.829987,265.709991,259.032410,3019800
2018-09-13,266.779999,267.420013,266.470001,267.220001,260.504456,2087500
2018-09-14,267.470001,267.619995,266.470001,267.359985,260.640930,1861000
2018-09-17,267.220001,267.260010,265.589996,265.850006,259.168915,2515300
2018-09-18,266.100006,267.920013,266.089996,267.299988,260.582428,1823600
2018-09-19,267.350006,268.029999,267.230011,267.600006,260.874939,2077500
2018-09-20,268.890015,270.100006,268.790009,269.750000,262.970856,3349700
2018-09-21,270.549988,270.670013,269.369995,269.559998,262.785675,1352500
2018-09-24,268.929993,269.070007,268.019989,268.660004,261.908295,2070900
2018-09-25,269.100006,269.170013,268.149994,268.329987,261.586578,2360400
2018-09-26,267.320007,268.540009,265.950012,266.339996,260.819794,2568400
2018-09-27,266.880005,268.239990,266.600006,267.079987,261.544464,3077500
2018-09-28,266.500000,267.649994,266.429993,267.049988,261.515076,1774300
2018-10-01,268.459991,269.179993,267.390015,268.040009,262.484589,1968800
2018-10-02,267.970001,268.670013,267.549988,268.010010,262.455200,3034100
2018-10-03,269.019989,269.470001,267.720001,268.239990,262.680389,2505800
2018-10-04,267.570007,267.660004,264.369995,266.040009,260.526062,5004400
2018-10-05,266.190002,266.769989,263.019989,264.540009,259.057129,2564700
2018-10-08,263.769989,264.850006,262.380005,264.470001,258.988586,3219600
2018-10-09,264.100006,265.450012,263.549988,264.130005,258.655609,2078000
2018-10-10,263.619995,263.619995,255.369995,255.600006,250.302414,5803900
2018-10-11,254.809998,256.290009,248.449997,250.220001,245.033905,9037000
2018-10-12,254.389999,254.639999,250.300003,253.600006,248.343872,7116700
2018-10-15,253.190002,254.559998,252.039993,252.210007,246.982681,3306200
2018-10-16,254.139999,258.100006,253.699997,257.579987,252.241348,3308500
2018-10-17,257.750000,258.339996,255.070007,257.670013,252.329529,2845800
2018-10-18,256.750000,257.350006,252.690002,254.050003,248.784531,3046800
2018-10-19,254.669998,256.619995,253.149994,253.850006,248.588684,2684200
2018-10-22,254.550003,254.860001,252.169998,252.800003,247.560425,2102000
2018-10-23,249.000000,252.580002,246.839996,251.279999,246.071945,5206500
2018-10-24,251.190002,251.550003,243.250000,243.779999,238.727386,4065700
2018-10-25,245.710007,249.789993,244.669998,248.149994,243.006805,4443800
2018-10-26,244.339996,246.979996,241.039993,243.759995,238.707809,5278700
2018-10-29,247.029999,248.350006,238.789993,242.500000,237.473907,5126200
2018-10-30,242.309998,246.380005,241.800003,246.210007,241.107025,3619100
2018-10-31,248.720001,251.080002,248.270004,248.789993,243.633545,4073400
2018-11-01,249.630005,251.539993,248.460007,251.369995,246.160065,2870700
2018-11-02,252.440002,252.899994,247.750000,249.809998,244.632401,3184500
2018-11-05,250.320007,251.789993,249.389999,251.229996,246.022980,1912100
2018-11-06,251.179993,252.979996,251.119995,252.820007,247.580017,2255200
2018-11-07,255.070007,258.320007,254.649994,258.160004,252.809357,3090800
2018-11-08,257.489990,258.440002,256.649994,257.720001,252.378448,2466900
2018-11-09,256.500000,256.640015,253.809998,255.339996,250.047791,3078700
2018-11-12,254.690002,254.960007,249.949997,250.410004,245.219971,2710200
2018-11-13,250.960007,253.009995,249.279999,249.990005,244.808685,3097000
2018-11-14,251.960007,252.339996,246.660004,248.279999,243.134109,3619900
2018-11-15,247.020004,251.389999,245.429993,250.850006,245.650864,3911900
2018-11-16,249.770004,252.470001,249.259995,251.490005,246.277588,2342800
2018-11-19,250.940002,251.210007,246.350006,247.320007,242.194016,2973700
2018-11-20,243.839996,245.320007,241.830002,242.770004,237.738327,5000900
2018-11-21,244.240005,245.440002,243.520004,243.580002,238.531540,2425500
2018-11-23,241.800003,243.350006,241.729996,242.009995,236.994049,830900
2018-11-26,244.229996,245.839996,243.850006,245.800003,240.705536,2498500
2018-11-27,244.729996,246.600006,244.119995,246.570007,241.459579,2849700
2018-11-28,247.720001,252.330002,246.750000,252.330002,247.100174,3723300
2018-11-29,251.539993,253.250000,250.360001,251.809998,246.590942,3279400
2018-11-30,251.639999,253.940002,251.350006,253.479996,248.226349,2992800
2018-12-03,257.649994,257.739990,255.059998,256.609985,251.291443,3943500
2018-12-04,255.850006,256.269989,248.059998,248.649994,243.496445,3837400
2018-12-06,244.419998,248.089996,241.130005,248.020004,242.879501,7712700
2018-12-07,247.630005,249.240005,241.369995,242.259995,237.238892,3928400
2018-12-10,242.000000,243.619995,237.619995,242.550003,237.522888,5983700
2018-12-11,245.949997,246.119995,241.190002,242.619995,237.591415,4543200
2018-12-12,245.800003,247.160004,243.850006,243.960007,238.903671,4117000
2018-12-13,244.860001,245.759995,242.699997,243.880005,238.825317,2610800
2018-12-14,241.649994,242.630005,238.770004,239.380005,234.418579,5088500
2018-12-17,237.059998,238.220001,231.679993,233.229996,229.632553,6127200
2018-12-18,235.000000,235.679993,231.479996,233.139999,229.543930,4691400
2018-12-19,233.210007,237.000000,227.779999,229.419998,225.881332,8215600
2018-12-20,228.350006,229.899994,223.539993,225.649994,222.169479,12141900
2018-12-21,226.740005,229.460007,220.570007,221.160004,217.748734,11811600
2018-12-24,219.740005,220.800003,215.070007,215.070007,211.752670,8493500
2018-12-26,216.880005,226.100006,214.830002,225.949997,222.464844,11598000
2018-12-27,222.960007,228.119995,219.600006,228.050003,224.532471,9578400
2018-12-28,229.320007,231.070007,226.520004,227.759995,224.246933,7436100
2018-12-31,229.309998,229.970001,227.449997,229.809998,226.265320,6683900
2019-01-02,226.179993,230.850006,226.020004,229.990005,226.442551,4891300
2019-01-03,228.100006,228.419998,223.970001,224.500000,221.037201,3329600
2019-01-04,227.539993,232.619995,227.149994,231.910004,228.332916,5100100
2019-01-07,232.289993,235.229996,231.320007,233.649994,230.046082,3706000
2019-01-08,236.050003,236.460007,233.429993,235.919998,232.281082,3546600
2019-01-09,236.710007,237.940002,235.460007,237.009995,233.354248,4565000
2019-01-10,235.649994,238.169998,234.850006,238.000000,234.328995,2813500
2019-01-11,236.850006,238.000000,236.240005,237.889999,234.220688,2551000
2019-01-14,236.100006,237.389999,235.690002,236.580002,232.930893,2653400
2019-01-15,236.970001,239.589996,236.970001,239.350006,235.658173,5103700
2019-01-16,239.720001,240.770004,239.520004,239.880005,236.179977,4066700
2019-01-17,239.000000,242.550003,238.949997,241.669998,237.942383,3059000
2019-01-18,243.559998,245.369995,242.759995,244.919998,241.142242,4943300
2019-01-22,243.389999,243.580002,239.970001,241.660004,237.932541,5786300
2019-01-23,242.679993,243.339996,239.580002,242.020004,238.286972,3076400
2019-01-24,241.899994,242.820007,240.910004,242.259995,238.523270,2197100
2019-01-25,244.110001,245.110001,243.669998,244.320007,240.551514,3677500
2019-01-28,242.089996,242.490005,240.630005,242.429993,238.690643,2407800
2019-01-29,242.550003,243.119995,241.270004,242.130005,238.395279,2436900
2019-01-30,243.660004,246.779999,242.880005,245.960007,242.166214,6028400
2019-01-31,245.860001,248.529999,245.679993,248.009995,244.184570,5308100
2019-02-01,248.309998,249.289993,247.460007,248.220001,244.391357,3718500
2019-02-04,248.300003,250.020004,247.589996,249.990005,246.134048,2541700
2019-02-05,250.440002,251.330002,249.919998,251.100006,247.226929,3613300
2019-02-06,250.750000,251.220001,249.949997,250.789993,246.921707,2052200
2019-02-07,249.039993,249.580002,246.619995,248.330002,244.499649,3907800
2019-02-08,247.009995,248.710007,246.199997,248.649994,244.814713,2512600
2019-02-11,249.279999,249.509995,248.220001,248.779999,244.942703,2986600
2019-02-12,250.380005,252.360001,250.339996,252.000000,248.113037,5980500
2019-02-13,252.820007,253.660004,252.389999,252.759995,248.861328,3569100
2019-02-14,251.649994,253.360001,250.830002,252.199997,248.309952,3247800
2019-02-15,254.029999,255.000000,253.809998,254.979996,251.047089,2806600
2019-02-19,254.149994,256.089996,254.149994,255.419998,251.480286,2509300
2019-02-20,255.410004,256.380005,254.889999,256.010010,252.061203,2156300
2019-02-21,255.330002,255.639999,254.039993,255.080002,251.145538,2020000
2019-02-22,255.690002,256.809998,255.449997,256.609985,252.651917,2119400
2019-02-25,258.089996,258.609985,256.880005,256.989990,253.026062,2941300
2019-02-26,256.549988,257.640015,256.410004,256.799988,252.839005,4629600
2019-02-27,256.059998,257.019989,255.100006,256.670013,252.711029,2136400
2019-02-28,256.420013,256.880005,255.850006,256.070007,252.120270,2207000
2019-03-01,257.809998,258.209991,256.329987,257.829987,253.853119,2867000
2019-03-04,258.869995,259.100006,254.490005,256.839996,252.878372,3384200
2019-03-05,256.989990,257.170013,255.960007,256.540009,252.583023,2475900
2019-03-06,256.619995,256.619995,254.600006,254.899994,250.968307,2514900
2019-03-07,254.479996,254.600006,251.949997,252.850006,248.949936,6441200
2019-03-08,250.880005,252.449997,250.339996,252.339996,248.447800,4522300
2019-03-11,253.039993,256.119995,253.020004,256.019989,252.071014,1884200
2019-03-12,256.519989,257.459991,256.369995,256.929993,252.966995,2271900
2019-03-13,257.839996,259.589996,257.690002,258.679993,254.690002,1974300
2019-03-14,258.679993,259.119995,258.040009,258.589996,254.601395,1557500
2019-03-15,259.019989,260.570007,258.869995,259.850006,255.841965,3151200
2019-03-18,260.000000,260.989990,259.769989,260.779999,256.757629,1830000
2019-03-19,261.809998,262.589996,259.880005,260.859985,256.836334,4061800
2019-03-20,260.540009,261.769989,258.839996,259.929993,255.920715,3415200
2019-03-21,257.679993,261.859985,257.679993,261.429993,258.846527,2968300
2019-03-22,260.070007,260.609985,256.369995,256.459991,253.925629,4317400
2019-03-25,256.089996,257.279999,254.949997,256.230011,253.697922,2893600
2019-03-26,258.010010,259.119995,256.730011,258.079987,255.529602,3177600
2019-03-27,258.149994,258.730011,255.229996,256.880005,254.341492,2714300
2019-03-28,257.450012,258.220001,256.269989,257.880005,255.331604,1716700
2019-03-29,259.339996,259.720001,258.179993,259.540009,256.975220,2831100
2019-04-01,261.459991,262.779999,261.190002,262.529999,259.935638,3303900
2019-04-02,262.670013,262.850006,261.809998,262.619995,260.024750,1512600
2019-04-03,263.869995,264.250000,262.399994,263.109985,260.509888,1933900
2019-04-04,263.369995,263.959991,262.670013,263.739990,261.133667,1738500
2019-04-05,264.420013,265.059998,264.119995,265.010010,262.391144,1505000
2019-04-08,264.570007,265.309998,263.910004,265.239990,262.618866,1720100
2019-04-09,264.220001,264.540009,263.290009,263.829987,261.222778,2016900
2019-04-10,264.250000,264.839996,263.850006,264.739990,262.123810,2990600
2019-04-11,265.239990,265.239990,264.089996,264.690002,262.074310,1567700
2019-04-12,266.329987,266.769989,265.630005,266.480011,263.846619,1903400
2019-04-15,266.570007,266.640015,265.470001,266.299988,263.668396,1584500
2019-04-16,267.200012,267.239990,265.859985,266.489990,263.856506,2447700
2019-04-17,267.589996,267.609985,265.399994,265.839996,263.212952,1872400
2019-04-18,266.440002,266.600006,265.079987,266.339996,263.708008,2788900
2019-04-22,265.559998,266.709991,265.470001,266.600006,263.965424,1126500
2019-04-23,266.959991,269.190002,266.709991,268.899994,266.242676,2618300
2019-04-24,268.890015,269.209991,268.230011,268.369995,265.717926,1393400
2019-04-25,268.279999,268.880005,266.980011,268.269989,265.618927,1237400
2019-04-26,268.279999,269.540009,267.459991,269.500000,266.836792,2172600
2019-04-29,269.559998,270.410004,269.459991,269.839996,267.173401,1892500
2019-04-30,269.559998,270.309998,268.109985,270.010010,267.341736,2024600
2019-05-01,270.679993,270.869995,268.000000,268.040009,265.391205,2669400
2019-05-02,267.880005,268.799988,265.929993,267.510010,264.866455,3009000
2019-05-03,268.920013,270.320007,268.700012,270.049988,267.381348,1969000
2019-05-06,265.649994,269.359985,265.309998,268.980011,266.321930,3966900
2019-05-07,266.480011,267.079987,262.480011,264.619995,262.004974,4752500
2019-05-08,264.140015,265.820007,263.470001,264.100006,261.490143,2662500
2019-05-09,261.940002,263.839996,260.200012,263.290009,260.688171,3094800
2019-05-10,262.369995,265.380005,259.269989,264.519989,261.905975,3131900
2019-05-13,259.369995,260.339996,257.070007,258.029999,255.480133,5548200
2019-05-14,258.989990,261.820007,258.839996,260.269989,257.697968,4702600
2019-05-15,258.630005,262.450012,258.399994,261.809998,259.222748,2444100
2019-05-16,262.470001,265.600006,262.450012,264.209991,261.599060,3221500
2019-05-17,261.890015,265.019989,261.859985,262.609985,260.014862,2719500
2019-05-20,260.899994,262.109985,260.019989,260.820007,258.242554,2762600
2019-05-21,262.500000,263.510010,262.250000,263.029999,260.430725,2760500
2019-05-22,262.119995,263.290009,261.869995,262.309998,259.717834,3421500
2019-05-23,260.079987,260.100006,257.679993,259.239990,256.678162,3813200
2019-05-24,260.600006,260.989990,259.059998,259.690002,257.123718,1833100
2019-05-28,259.959991,260.959991,257.290009,257.359985,254.816727,2565900
2019-05-29,256.130005,256.519989,254.100006,255.589996,253.064224,4593500
2019-05-30,256.279999,257.179993,255.139999,256.299988,253.767197,2977200
2019-05-31,253.630005,254.490005,252.770004,252.869995,250.371109,3698600
2019-06-03,252.830002,253.960007,250.770004,252.119995,249.628510,3825600
2019-06-04,254.479996,257.760010,254.029999,257.670013,255.123703,3536300
2019-06-05,259.239990,259.880005,257.420013,259.850006,257.282135,2646500
2019-06-06,260.170013,262.260010,259.510010,261.540009,258.955444,2277500
2019-06-07,262.619995,265.290009,262.450012,264.149994,261.539642,1877400
2019-06-10,265.760010,267.100006,265.299988,265.390015,262.767395,2845900
2019-06-11,267.250000,267.649994,264.690002,265.339996,262.717865,1894500
2019-06-12,265.119995,265.700012,264.359985,264.839996,262.222809,1711900
2019-06-13,265.820007,266.359985,265.109985,266.019989,263.391144,1813700
2019-06-14,265.709991,266.290009,264.910004,265.619995,262.995117,1203300
2019-06-17,265.940002,266.559998,265.619995,265.859985,263.232727,1782500
2019-06-18,267.649994,269.660004,267.299988,268.510010,265.856567,2340700
2019-06-19,268.739990,269.720001,267.760010,269.220001,266.559540,1684500
2019-06-20,271.940002,272.190002,269.730011,271.730011,269.044739,3288100
2019-06-21,271.529999,272.790009,271.170013,271.410004,268.727905,2226000
2019-06-24,271.589996,271.920013,270.899994,271.059998,268.381378,3518400
2019-06-25,271.100006,271.130005,268.269989,268.380005,265.727844,2287100
2019-06-26,269.299988,269.820007,268.019989,268.119995,265.470428,2988700
2019-06-27,267.489990,268.190002,267.170013,267.670013,266.401978,2054600
2019-06-28,268.700012,269.549988,268.179993,269.149994,267.874969,2883300
2019-07-01,272.459991,272.649994,270.299988,271.440002,270.154114,4497900
2019-07-02,271.470001,272.250000,270.619995,272.230011,270.940399,3040700
2019-07-03,272.910004,274.369995,272.760010,274.320007,273.020477,2335800
2019-07-05,273.140015,274.250000,271.859985,273.970001,272.672150,3362500
2019-07-08,272.790009,273.059998,272.029999,272.600006,271.308624,3131800
2019-07-09,271.399994,273.220001,271.339996,272.940002,271.647003,2532900
2019-07-10,274.019989,275.190002,273.459991,274.209991,272.910980,2853200
2019-07-11,274.869995,275.109985,273.850006,274.760010,273.458405,2249400
2019-07-12,275.390015,276.190002,275.059998,276.109985,274.801971,2932300
2019-07-15,276.529999,276.549988,275.709991,276.179993,274.871643,1466200
2019-07-16,276.119995,276.269989,274.989990,275.279999,273.975922,1564000
2019-07-17,275.279999,275.399994,273.420013,273.420013,272.124756,1758100
2019-07-18,272.910004,274.790009,272.470001,274.420013,273.120026,3461100
2019-07-19,275.519989,275.540009,272.700012,272.950012,271.656982,2319400
2019-07-22,273.320007,274.109985,272.790009,273.609985,272.313812,1304100
2019-07-23,274.709991,275.500000,273.890015,275.489990,274.184937,1753000
2019-07-24,274.779999,276.790009,274.670013,276.760010,275.448914,1669900
2019-07-25,276.410004,276.410004,274.679993,275.410004,274.105316,1874200
2019-07-26,276.200012,277.549988,276.100006,277.380005,276.065979,1796900
2019-07-29,277.230011,277.269989,276.260010,276.880005,275.568359,2925900
2019-07-30,275.450012,276.559998,275.040009,276.209991,274.901520,1751100
2019-07-31,276.390015,276.609985,271.070007,273.079987,271.786346,4910000
2019-08-01,273.279999,276.279999,269.940002,270.790009,269.507202,6921000
2019-08-02,269.890015,270.079987,267.149994,268.809998,267.536560,5310400
2019-08-05,264.570007,264.679993,258.700012,260.880005,259.644135,7354000
2019-08-06,262.529999,264.470001,261.059998,264.239990,262.988220,4366800
2019-08-07,261.160004,265.230011,258.989990,264.420013,263.167389,4261200
2019-08-08,266.000000,269.589996,265.399994,269.579987,268.302917,3618800
2019-08-09,268.720001,269.290009,266.000000,267.700012,266.431854,2616300
2019-08-12,266.239990,266.790009,263.570007,264.559998,263.306702,2104500
2019-08-13,264.220001,270.100006,263.910004,268.660004,267.387299,3402300
2019-08-14,264.559998,265.149994,260.570007,260.570007,259.335632,4354800
2019-08-15,261.619995,262.269989,259.339996,261.390015,260.151733,2775200
2019-08-16,263.070007,265.679993,263.019989,265.220001,263.963593,2432700
2019-08-19,268.359985,269.140015,267.640015,268.480011,267.208160,1430800
2019-08-20,267.980011,268.489990,266.290009,266.399994,265.138000,1865000
2019-08-21,268.579987,268.929993,267.920013,268.559998,267.287750,2007400
2019-08-22,269.279999,269.910004,266.700012,268.459991,267.188232,1883700
2019-08-23,267.190002,268.839996,260.329987,261.570007,260.330872,4184200
2019-08-26,263.809998,264.470001,262.269989,264.470001,263.217133,2260000
2019-08-27,265.920013,266.260010,262.709991,263.429993,262.182068,2490400
2019-08-28,262.730011,265.450012,262.000000,265.260010,264.003418,3124000
2019-08-29,267.910004,269.230011,266.899994,268.709991,267.437042,3128700
2019-08-30,270.149994,270.209991,267.660004,268.600006,267.327576,4209200
2019-09-03,266.829987,267.799988,265.679993,267.109985,265.844604,3368500
2019-09-04,269.250000,270.059998,268.480011,269.970001,268.691071,1486100
2019-09-05,272.570007,274.440002,272.459991,273.540009,272.244171,1755800
2019-09-06,273.929993,274.390015,273.190002,273.739990,272.443207,1890800
2019-09-09,274.799988,274.829987,272.959991,273.809998,272.512878,2158500
2019-09-10,273.109985,273.880005,271.869995,273.869995,272.572601,1870400
2019-09-11,274.149994,275.839996,273.500000,275.839996,274.533264,2080300
2019-09-12,276.709991,277.799988,275.940002,276.649994,275.339417,2433700
2019-09-13,277.209991,277.540009,276.149994,276.579987,275.269745,2292000
2019-09-16,275.380005,276.100006,275.040009,275.670013,274.364105,1432400
2019-09-17,275.459991,276.480011,275.339996,276.420013,275.110535,1789200
2019-09-18,276.000000,276.679993,273.950012,276.589996,275.279724,2028700
2019-09-19,277.000000,277.980011,276.230011,276.529999,275.220001,2267900
2019-09-20,277.179993,277.410004,274.500000,275.049988,273.747009,2052700
2019-09-23,274.589996,275.899994,274.329987,275.239990,273.936096,1286400
2019-09-24,276.309998,276.679993,272.059998,272.959991,271.666901,5124900
2019-09-25,273.079987,275.079987,271.600006,274.630005,273.329010,2649200
2019-09-26,273.339996,273.549988,271.350006,272.790009,272.790009,2355000
2019-09-27,273.559998,273.589996,269.720001,271.260010,271.260010,2836500
2019-09-30,271.820007,273.269989,271.790009,272.600006,272.600006,2735200
2019-10-01,273.440002,274.079987,269.089996,269.320007,269.320007,3696000
2019-10-02,267.730011,267.730011,263.250000,264.570007,264.570007,4463500
2019-10-03,264.350006,266.730011,261.589996,266.670013,266.670013,2988800
2019-10-04,267.450012,270.559998,267.359985,270.369995,270.369995,1907800
2019-10-07,269.559998,271.160004,268.899994,269.209991,269.209991,1821900
2019-10-08,267.279999,268.019989,264.959991,265.029999,265.029999,2153100
2019-10-09,267.040009,268.440002,266.390015,267.500000,267.500000,1921200
2019-10-10,267.420013,270.200012,267.250000,269.320007,269.320007,1559300
2019-10-11,272.100006,274.350006,271.940002,272.130005,272.130005,2806500
